Eric P. Xing,Carnegie Mellon University,NeurIPS,2013,1.0277777777777777
Eric P. Xing,Carnegie Mellon University,NeurIPS,2010,1.1666666666666665
Eric P. Xing,Carnegie Mellon University,ICML,2019,0.41666666666666663
Eric P. Xing,Carnegie Mellon University,ICML,2017,1.3761904761904762
Eric P. Xing,Carnegie Mellon University,ACL,2018,0.8333333333333333
Eric P. Xing,Carnegie Mellon University,ICML,2011,1.2
Eric P. Xing,Carnegie Mellon University,NeurIPS,2009,1.0
Eric P. Xing,Carnegie Mellon University,NeurIPS,2018,1.6428571428571428
Eric P. Xing,Carnegie Mellon University,ICML,2009,1.0
Eric P. Xing,Carnegie Mellon University,ICML,2010,1.3333333333333333
Eric P. Xing,Carnegie Mellon University,ECCV,2008,0.2
Eric P. Xing,Carnegie Mellon University,ECCV,2018,0.75
Eric P. Xing,Carnegie Mellon University,NeurIPS,2016,0.75
Eric P. Xing,Carnegie Mellon University,ICML,2018,1.176190476190476
Eric P. Xing,Carnegie Mellon University,ACL,2011,0.3333333333333333
Eric P. Xing,Carnegie Mellon University,ICML,2013,1.1166666666666665
Eric P. Xing,Carnegie Mellon University,ACL,2016,1.7
Eric P. Xing,Carnegie Mellon University,ICML,2001,0.3333333333333333
Eric P. Xing,Carnegie Mellon University,NeurIPS,2017,0.14285714285714285
Eric P. Xing,Carnegie Mellon University,ACL,2017,0.7
Eric P. Xing,Carnegie Mellon University,NeurIPS,2007,0.5
Eric P. Xing,Carnegie Mellon University,NeurIPS,2019,0.95
Eric P. Xing,Carnegie Mellon University,ICML,2007,0.25
Eric P. Xing,Carnegie Mellon University,NeurIPS,2014,0.41666666666666663
Eric P. Xing,Carnegie Mellon University,ICML,2016,0.5
Eric P. Xing,Carnegie Mellon University,ECCV,2010,0.6666666666666666
Eric P. Xing,Carnegie Mellon University,ACL,2006,0.5
Eric P. Xing,Carnegie Mellon University,ICML,2015,0.5
Eric P. Xing,Carnegie Mellon University,NeurIPS,2012,0.9166666666666665
Eric P. Xing,Carnegie Mellon University,NeurIPS,2011,1.0
Eric P. Xing,Carnegie Mellon University,ACL,2019,0.5
Eric P. Xing,Carnegie Mellon University,ICML,2006,1.0
Eric P. Xing,Carnegie Mellon University,ICML,2008,0.5333333333333333
Eric P. Xing,Carnegie Mellon University,ICML,2012,1.3333333333333333
Eric P. Xing,Carnegie Mellon University,NeurIPS,2008,0.3333333333333333
Eric P. Xing,Carnegie Mellon University,NeurIPS,2005,0.3333333333333333
Eric P. Xing,Carnegie Mellon University,ACL,2014,0.3333333333333333
Eric P. Xing,Carnegie Mellon University,NeurIPS,2015,0.25
Tom M. Mitchell,Carnegie Mellon University,ICML,2000,0.5
Tom M. Mitchell,Carnegie Mellon University,NeurIPS,1995,0.3333333333333333
Tom M. Mitchell,Carnegie Mellon University,ACL,2014,1.25
Tom M. Mitchell,Carnegie Mellon University,ICML,2016,0.3333333333333333
Tom M. Mitchell,Carnegie Mellon University,ICML,1993,0.5
Tom M. Mitchell,Carnegie Mellon University,ACL,2011,0.5
Tom M. Mitchell,Carnegie Mellon University,ACL,2013,0.5
Tom M. Mitchell,Carnegie Mellon University,NeurIPS,2017,0.25
Tom M. Mitchell,Carnegie Mellon University,ACL,2020,0.3333333333333333
Tom M. Mitchell,Carnegie Mellon University,NeurIPS,2004,0.25
Tom M. Mitchell,Carnegie Mellon University,NeurIPS,2018,0.2
Tom M. Mitchell,Carnegie Mellon University,NeurIPS,2019,0.14285714285714285
Tom M. Mitchell,Carnegie Mellon University,ACL,2018,0.3333333333333333
Tom M. Mitchell,Carnegie Mellon University,ACL,2017,0.5
Tom M. Mitchell,Carnegie Mellon University,ACL,2019,0.25
Tom M. Mitchell,Carnegie Mellon University,NeurIPS,1992,0.5
Tom M. Mitchell,Carnegie Mellon University,NeurIPS,2003,0.6666666666666666
Tom M. Mitchell,Carnegie Mellon University,ICML,2006,0.3333333333333333
Tom M. Mitchell,Carnegie Mellon University,NeurIPS,2009,0.25
Manuela Veloso,Carnegie Mellon University,ICML,2000,0.5
Manuela Veloso,Carnegie Mellon University,ECCV,2018,0.2
Manuela Veloso,Carnegie Mellon University,ICML,2003,0.5
Manuela Veloso,Carnegie Mellon University,NeurIPS,2012,0.5
Manuela Veloso,Carnegie Mellon University,ICML,2001,0.5
Alexander G. Hauptmann,Carnegie Mellon University,ACL,2006,0.5
Alexander G. Hauptmann,Carnegie Mellon University,ECCV,2018,0.16666666666666666
Alexander G. Hauptmann,Carnegie Mellon University,ICML,2001,0.5
Alexander G. Hauptmann,Carnegie Mellon University,ECCV,2014,0.45
Alexander G. Hauptmann,Carnegie Mellon University,ICML,2003,0.5
Alexander G. Hauptmann,Carnegie Mellon University,ACL,2020,0.25
Brad A. Myers,Carnegie Mellon University,ICSE,2005,0.3333333333333333
Brad A. Myers,Carnegie Mellon University,ICSE,2014,0.5
Brad A. Myers,Carnegie Mellon University,ICSE,2007,0.3333333333333333
Brad A. Myers,Carnegie Mellon University,ICSE,2017,0.2
Brad A. Myers,Carnegie Mellon University,ICSE,2010,0.5
Brad A. Myers,Carnegie Mellon University,ICSE,2015,0.5
Brad A. Myers,Carnegie Mellon University,ICSE,2012,0.25
Brad A. Myers,Carnegie Mellon University,ICSE,2016,0.16666666666666666
Brad A. Myers,Carnegie Mellon University,ACL,2020,0.3333333333333333
David G. Andersen,Carnegie Mellon University,ICML,2019,0.25
Jose M. F. Moura,Carnegie Mellon University,ECCV,2018,0.7
Jose M. F. Moura,Carnegie Mellon University,ICML,2017,0.2
David Garlan,Carnegie Mellon University,ICSE,2004,0.45
David Garlan,Carnegie Mellon University,ICSE,2014,1.0
David Garlan,Carnegie Mellon University,ICSE,2011,0.2
David Garlan,Carnegie Mellon University,ICSE,2017,0.25
David Garlan,Carnegie Mellon University,ICSE,2003,0.5
David Garlan,Carnegie Mellon University,ICSE,1994,0.5
David Garlan,Carnegie Mellon University,ICSE,1995,0.3333333333333333
David Garlan,Carnegie Mellon University,ICSE,2000,1.0
Yiming Yang,Carnegie Mellon University,ACL,2003,0.3333333333333333
Yiming Yang,Carnegie Mellon University,ICML,2016,0.5
Yiming Yang,Carnegie Mellon University,NeurIPS,2012,0.25
Yiming Yang,Carnegie Mellon University,ICML,2010,0.5
Yiming Yang,Carnegie Mellon University,ICML,1997,0.5
Yiming Yang,Carnegie Mellon University,NeurIPS,2019,0.16666666666666666
Yiming Yang,Carnegie Mellon University,ACL,2019,0.16666666666666666
Yiming Yang,Carnegie Mellon University,ICML,2003,0.75
Yiming Yang,Carnegie Mellon University,NeurIPS,2016,0.25
Yiming Yang,Carnegie Mellon University,ICML,2015,0.5
Yiming Yang,Carnegie Mellon University,ACL,2020,0.6777777777777777
Yiming Yang,Carnegie Mellon University,ICML,2013,0.5
Yiming Yang,Carnegie Mellon University,ICML,2017,0.3333333333333333
Yiming Yang,Carnegie Mellon University,ICML,2001,0.3333333333333333
Yiming Yang,Carnegie Mellon University,NeurIPS,2005,0.6666666666666666
Yiming Yang,Carnegie Mellon University,ICML,2014,0.5
Yiming Yang,Carnegie Mellon University,NeurIPS,2004,0.3333333333333333
Yiming Yang,Carnegie Mellon University,ICML,2000,0.3333333333333333
Yiming Yang,Carnegie Mellon University,ACL,2017,0.5
Jaime G. Carbonell,Carnegie Mellon University,ACL,2019,0.41666666666666663
Jaime G. Carbonell,Carnegie Mellon University,NeurIPS,2019,0.16666666666666666
Jaime G. Carbonell,Carnegie Mellon University,ACL,2014,0.2
Jaime G. Carbonell,Carnegie Mellon University,ICML,2008,0.5
Jaime G. Carbonell,Carnegie Mellon University,NeurIPS,2014,0.2
Jaime G. Carbonell,Carnegie Mellon University,NeurIPS,2016,0.25
Jaime G. Carbonell,Carnegie Mellon University,ACL,1984,0.5
Jaime G. Carbonell,Carnegie Mellon University,ACL,2007,0.25
Jaime G. Carbonell,Carnegie Mellon University,NeurIPS,2017,0.5
Jaime G. Carbonell,Carnegie Mellon University,ACL,2004,0.25
Jaime G. Carbonell,Carnegie Mellon University,ACL,2002,0.25
Jaime G. Carbonell,Carnegie Mellon University,ICML,2014,0.3333333333333333
Jaime G. Carbonell,Carnegie Mellon University,NeurIPS,2013,0.5
Jaime G. Carbonell,Carnegie Mellon University,ICML,2005,0.3333333333333333
Jaime G. Carbonell,Carnegie Mellon University,ACL,2011,0.25
Jaime G. Carbonell,Carnegie Mellon University,ACL,2008,0.25
Alan W. Black,Carnegie Mellon University,ACL,2019,0.6666666666666666
Alan W. Black,Carnegie Mellon University,ACL,2020,2.087301587301587
Alan W. Black,Carnegie Mellon University,ACL,2018,0.375
Ruslan Salakhutdinov,Carnegie Mellon University,ICML,2007,0.3333333333333333
Ruslan Salakhutdinov,Carnegie Mellon University,NeurIPS,2015,0.7261904761904762
Ruslan Salakhutdinov,Carnegie Mellon University,NeurIPS,2011,0.9166666666666665
Ruslan Salakhutdinov,Carnegie Mellon University,NeurIPS,2019,2.2
Ruslan Salakhutdinov,Carnegie Mellon University,NeurIPS,2016,1.2095238095238094
Ruslan Salakhutdinov,Carnegie Mellon University,ACL,2020,0.6111111111111112
Ruslan Salakhutdinov,Carnegie Mellon University,ICML,2018,0.6761904761904762
Ruslan Salakhutdinov,Carnegie Mellon University,ACL,2019,0.5
Ruslan Salakhutdinov,Carnegie Mellon University,NeurIPS,2012,1.3333333333333333
Ruslan Salakhutdinov,Carnegie Mellon University,NeurIPS,2013,1.8666666666666665
Ruslan Salakhutdinov,Carnegie Mellon University,ICML,2009,0.5833333333333333
Ruslan Salakhutdinov,Carnegie Mellon University,NeurIPS,2014,0.6666666666666666
Ruslan Salakhutdinov,Carnegie Mellon University,NeurIPS,2010,0.7
Ruslan Salakhutdinov,Carnegie Mellon University,NeurIPS,2017,0.3666666666666667
Ruslan Salakhutdinov,Carnegie Mellon University,NeurIPS,2009,1.8333333333333333
Ruslan Salakhutdinov,Carnegie Mellon University,ICML,2003,0.8333333333333333
Ruslan Salakhutdinov,Carnegie Mellon University,NeurIPS,2018,0.45238095238095233
Ruslan Salakhutdinov,Carnegie Mellon University,ACL,2018,0.25
Ruslan Salakhutdinov,Carnegie Mellon University,ICML,2008,1.0
Ruslan Salakhutdinov,Carnegie Mellon University,ICML,2017,0.45
Ruslan Salakhutdinov,Carnegie Mellon University,ICML,2012,1.0
Ruslan Salakhutdinov,Carnegie Mellon University,ICML,2016,0.3333333333333333
Ruslan Salakhutdinov,Carnegie Mellon University,ICML,2010,1.0
Ruslan Salakhutdinov,Carnegie Mellon University,ACL,2017,0.45
Ruslan Salakhutdinov,Carnegie Mellon University,NeurIPS,2008,0.5
Ruslan Salakhutdinov,Carnegie Mellon University,ICML,2014,0.3333333333333333
Ruslan Salakhutdinov,Carnegie Mellon University,NeurIPS,2004,0.25
Garth A. Gibson,Carnegie Mellon University,NeurIPS,2014,0.16666666666666666
Tuomas Sandholm,Carnegie Mellon University,NeurIPS,2018,1.7499999999999998
Tuomas Sandholm,Carnegie Mellon University,ICML,2017,0.8333333333333333
Tuomas Sandholm,Carnegie Mellon University,NeurIPS,2019,0.8333333333333333
Tuomas Sandholm,Carnegie Mellon University,ICML,2018,0.25
Tuomas Sandholm,Carnegie Mellon University,NeurIPS,2003,0.5
Tuomas Sandholm,Carnegie Mellon University,ICML,2019,0.8333333333333333
Tuomas Sandholm,Carnegie Mellon University,NeurIPS,2017,0.5
Tuomas Sandholm,Carnegie Mellon University,NeurIPS,2002,0.5
Tuomas Sandholm,Carnegie Mellon University,ICML,2003,0.5
Tuomas Sandholm,Carnegie Mellon University,NeurIPS,2016,0.3333333333333333
Tuomas Sandholm,Carnegie Mellon University,NeurIPS,2014,0.16666666666666666
Eduard Hovy,Carnegie Mellon University,ACL,2002,1.5
Eduard Hovy,Carnegie Mellon University,ACL,2006,0.5
Eduard Hovy,Carnegie Mellon University,ACL,2010,1.5
Eduard Hovy,Carnegie Mellon University,ACL,2019,1.0
Eduard Hovy,Carnegie Mellon University,NeurIPS,2017,0.4
Eduard Hovy,Carnegie Mellon University,ACL,2013,0.8333333333333333
Eduard Hovy,Carnegie Mellon University,ACL,2007,0.2
Eduard Hovy,Carnegie Mellon University,ACL,2011,0.95
Eduard Hovy,Carnegie Mellon University,ACL,1988,2.0
Eduard Hovy,Carnegie Mellon University,ACL,2014,1.0833333333333333
Eduard Hovy,Carnegie Mellon University,ACL,2008,0.3333333333333333
Eduard Hovy,Carnegie Mellon University,ACL,2016,1.1047619047619046
Eduard Hovy,Carnegie Mellon University,ACL,1997,0.5
Eduard Hovy,Carnegie Mellon University,ACL,2003,0.6666666666666666
Eduard Hovy,Carnegie Mellon University,NeurIPS,2019,0.25
Eduard Hovy,Carnegie Mellon University,ACL,2020,0.8666666666666667
Eduard Hovy,Carnegie Mellon University,ACL,2017,0.5
Eduard Hovy,Carnegie Mellon University,ACL,2018,0.9499999999999998
J. Andrew Bagnell,Carnegie Mellon University,ECCV,2016,0.3333333333333333
J. Andrew Bagnell,Carnegie Mellon University,ICML,2006,0.3333333333333333
J. Andrew Bagnell,Carnegie Mellon University,ECCV,2010,0.3333333333333333
J. Andrew Bagnell,Carnegie Mellon University,ICML,2017,0.2
Fernando De la Torre,Carnegie Mellon University,ECCV,1998,0.3333333333333333
Fernando De la Torre,Carnegie Mellon University,ICML,2005,0.5
Fernando De la Torre,Carnegie Mellon University,ECCV,2002,0.5
Fernando De la Torre,Carnegie Mellon University,NeurIPS,2009,0.5
Fernando De la Torre,Carnegie Mellon University,NeurIPS,2011,0.25
Fernando De la Torre,Carnegie Mellon University,ICML,2006,0.5
Fernando De la Torre,Carnegie Mellon University,ECCV,2014,1.0833333333333333
Fernando De la Torre,Carnegie Mellon University,NeurIPS,2008,0.5
Fernando De la Torre,Carnegie Mellon University,ECCV,2010,0.75
Fernando De la Torre,Carnegie Mellon University,ECCV,2012,1.1666666666666665
Alex Waibel,Carnegie Mellon University,ACL,2005,0.6666666666666666
Alex Waibel,Carnegie Mellon University,NeurIPS,1990,0.5
Alex Waibel,Carnegie Mellon University,ACL,2017,0.5
Alex Waibel,Carnegie Mellon University,ACL,1997,0.5
Alex Waibel,Carnegie Mellon University,ACL,2003,0.6666666666666666
Alex Waibel,Carnegie Mellon University,ACL,2019,0.8333333333333333
Alex Waibel,Carnegie Mellon University,ACL,1998,0.5
Alex Waibel,Carnegie Mellon University,ICML,2006,0.09090909090909091
Alex Waibel,Carnegie Mellon University,ACL,2018,0.6666666666666666
Alex Waibel,Carnegie Mellon University,NeurIPS,1991,0.5
Alex Waibel,Carnegie Mellon University,NeurIPS,1988,1.0
Alex Waibel,Carnegie Mellon University,ACL,2013,0.3333333333333333
Alex Waibel,Carnegie Mellon University,ACL,2009,0.14285714285714285
Alex Waibel,Carnegie Mellon University,NeurIPS,1992,0.5
Kathleen M. Carley,Carnegie Mellon University,ICSE,2011,0.2
Laura Dabbish,Carnegie Mellon University,ICSE,2014,0.3333333333333333
Bhiksha Raj,Carnegie Mellon University,NeurIPS,2007,0.3333333333333333
Bhiksha Raj,Carnegie Mellon University,NeurIPS,2019,0.3333333333333333
Bhiksha Raj,Carnegie Mellon University,ICML,2018,0.25
Bhiksha Raj,Carnegie Mellon University,NeurIPS,2009,0.3333333333333333
Bhiksha Raj,Carnegie Mellon University,NeurIPS,2012,0.5
James D. Herbsleb,Carnegie Mellon University,ICSE,2005,0.3333333333333333
James D. Herbsleb,Carnegie Mellon University,ICSE,2007,1.5833333333333333
James D. Herbsleb,Carnegie Mellon University,ICSE,1999,0.5
James D. Herbsleb,Carnegie Mellon University,ICSE,2002,0.5
James D. Herbsleb,Carnegie Mellon University,ICSE,2000,0.3333333333333333
James D. Herbsleb,Carnegie Mellon University,ICSE,2014,0.3333333333333333
James D. Herbsleb,Carnegie Mellon University,ICSE,2009,1.0833333333333333
James D. Herbsleb,Carnegie Mellon University,ICSE,2017,0.6666666666666666
James D. Herbsleb,Carnegie Mellon University,ICSE,2006,0.5833333333333333
James D. Herbsleb,Carnegie Mellon University,ICSE,2011,0.75
James D. Herbsleb,Carnegie Mellon University,ICSE,1998,0.5
James D. Herbsleb,Carnegie Mellon University,ICSE,2020,0.25
James D. Herbsleb,Carnegie Mellon University,ICSE,1996,0.5
Carolyn Penstein Rosé,Carnegie Mellon University,ACL,2011,0.8333333333333333
Carolyn Penstein Rosé,Carnegie Mellon University,ACL,2019,0.5833333333333333
Carolyn Penstein Rosé,Carnegie Mellon University,ACL,1995,0.25
Carolyn Penstein Rosé,Carnegie Mellon University,ACL,2013,0.5333333333333333
Carolyn Penstein Rosé,Carnegie Mellon University,ACL,1998,0.5
Srinivasa G. Narasimhan,Carnegie Mellon University,ECCV,2010,0.5833333333333333
Srinivasa G. Narasimhan,Carnegie Mellon University,ECCV,2012,0.3333333333333333
Srinivasa G. Narasimhan,Carnegie Mellon University,ECCV,2002,0.3333333333333333
Srinivasa G. Narasimhan,Carnegie Mellon University,ECCV,2008,0.6666666666666666
Srinivasa G. Narasimhan,Carnegie Mellon University,ECCV,2018,0.2
Srinivasa G. Narasimhan,Carnegie Mellon University,ECCV,2016,0.25
John R. Anderson,Carnegie Mellon University,ICML,2000,0.25
Florian Metze,Carnegie Mellon University,ACL,2019,1.4166666666666665
Florian Metze,Carnegie Mellon University,ACL,2002,0.25
Louis-Philippe Morency,Carnegie Mellon University,ECCV,2004,0.3333333333333333
Louis-Philippe Morency,Carnegie Mellon University,ACL,2017,0.6166666666666667
Louis-Philippe Morency,Carnegie Mellon University,ACL,2018,0.3666666666666667
Louis-Philippe Morency,Carnegie Mellon University,ECCV,2016,0.45
Louis-Philippe Morency,Carnegie Mellon University,ECCV,2014,0.3333333333333333
Louis-Philippe Morency,Carnegie Mellon University,ACL,2019,0.3333333333333333
Louis-Philippe Morency,Carnegie Mellon University,ICML,2007,0.5
Louis-Philippe Morency,Carnegie Mellon University,NeurIPS,2019,0.16666666666666666
Louis-Philippe Morency,Carnegie Mellon University,ACL,2013,0.3333333333333333
Louis-Philippe Morency,Carnegie Mellon University,NeurIPS,2018,0.1
Marios Savvides,Carnegie Mellon University,ECCV,2010,0.3333333333333333
Marios Savvides,Carnegie Mellon University,NeurIPS,2017,0.25
Graham Neubig,Carnegie Mellon University,ACL,2020,2.3777777777777778
Graham Neubig,Carnegie Mellon University,ACL,2018,1.9000000000000001
Graham Neubig,Carnegie Mellon University,ACL,2014,0.7
Graham Neubig,Carnegie Mellon University,ACL,2016,0.2
Graham Neubig,Carnegie Mellon University,ACL,2017,2.8166666666666664
Graham Neubig,Carnegie Mellon University,NeurIPS,2017,1.0666666666666667
Graham Neubig,Carnegie Mellon University,NeurIPS,2019,0.3333333333333333
Graham Neubig,Carnegie Mellon University,ACL,2012,0.25
Graham Neubig,Carnegie Mellon University,ACL,2011,0.2
Alon Lavie,Carnegie Mellon University,ACL,2008,0.5833333333333333
Alon Lavie,Carnegie Mellon University,ACL,2004,0.25
Alon Lavie,Carnegie Mellon University,ACL,2016,0.25
Alon Lavie,Carnegie Mellon University,ACL,2005,0.8333333333333333
Alon Lavie,Carnegie Mellon University,ACL,2002,0.5416666666666666
Alon Lavie,Carnegie Mellon University,ACL,2006,0.5
Alon Lavie,Carnegie Mellon University,ACL,2007,0.25
Mary Shaw,Carnegie Mellon University,ICSE,2004,0.25
Mary Shaw,Carnegie Mellon University,ICSE,2001,1.0
Mary Shaw,Carnegie Mellon University,ICSE,2003,2.0
Mary Shaw,Carnegie Mellon University,ICSE,1997,0.3333333333333333
Mary Shaw,Carnegie Mellon University,ICSE,2002,0.3333333333333333
Mary Shaw,Carnegie Mellon University,ICSE,1993,1.0
Mary Shaw,Carnegie Mellon University,ICSE,2008,0.3333333333333333
Mary Shaw,Carnegie Mellon University,ICSE,2006,0.25
Ariel D. Procaccia,Carnegie Mellon University,NeurIPS,2015,0.8333333333333333
Ariel D. Procaccia,Carnegie Mellon University,ICML,2019,0.2
Ariel D. Procaccia,Carnegie Mellon University,NeurIPS,2014,0.5
Ariel D. Procaccia,Carnegie Mellon University,NeurIPS,2019,0.8333333333333333
Ariel D. Procaccia,Carnegie Mellon University,NeurIPS,2017,0.25
Kris M. Kitani,Carnegie Mellon University,ECCV,2018,0.8333333333333333
Kris M. Kitani,Carnegie Mellon University,NeurIPS,2017,0.125
Kris M. Kitani,Carnegie Mellon University,ECCV,2012,0.25
Kris M. Kitani,Carnegie Mellon University,ECCV,2016,0.3333333333333333
Kris M. Kitani,Carnegie Mellon University,ICML,2017,0.125
Barnabás Póczos,Carnegie Mellon University,NeurIPS,2019,0.9999999999999999
Barnabás Póczos,Carnegie Mellon University,NeurIPS,2016,1.7
Barnabás Póczos,Carnegie Mellon University,ICML,2017,2.8333333333333335
Barnabás Póczos,Carnegie Mellon University,NeurIPS,2011,0.3333333333333333
Barnabás Póczos,Carnegie Mellon University,NeurIPS,2017,0.7833333333333333
Barnabás Póczos,Carnegie Mellon University,ICML,2016,0.6761904761904762
Barnabás Póczos,Carnegie Mellon University,NeurIPS,2015,0.2
Barnabás Póczos,Carnegie Mellon University,ICML,2013,0.8333333333333333
Barnabás Póczos,Carnegie Mellon University,ICML,2005,0.5
Barnabás Póczos,Carnegie Mellon University,NeurIPS,2010,0.3333333333333333
Barnabás Póczos,Carnegie Mellon University,ICML,2014,0.75
Barnabás Póczos,Carnegie Mellon University,ICML,2018,0.34285714285714286
Barnabás Póczos,Carnegie Mellon University,ACL,2020,0.1111111111111111
Barnabás Póczos,Carnegie Mellon University,ICML,2008,0.5
Barnabás Póczos,Carnegie Mellon University,ICML,2009,0.2
Barnabás Póczos,Carnegie Mellon University,NeurIPS,2014,0.5
Barnabás Póczos,Carnegie Mellon University,NeurIPS,2018,0.3666666666666667
Barnabás Póczos,Carnegie Mellon University,ICML,2015,0.3333333333333333
Geoffrey J. Gordon,Carnegie Mellon University,ICML,2008,0.5333333333333333
Geoffrey J. Gordon,Carnegie Mellon University,NeurIPS,2002,1.5
Geoffrey J. Gordon,Carnegie Mellon University,NeurIPS,2000,1.0
Geoffrey J. Gordon,Carnegie Mellon University,NeurIPS,2004,0.3333333333333333
Geoffrey J. Gordon,Carnegie Mellon University,NeurIPS,2017,0.2
Geoffrey J. Gordon,Carnegie Mellon University,NeurIPS,2006,1.5
Geoffrey J. Gordon,Carnegie Mellon University,NeurIPS,2010,0.5
Geoffrey J. Gordon,Carnegie Mellon University,NeurIPS,2003,2.25
Geoffrey J. Gordon,Carnegie Mellon University,ICML,2000,0.5
Geoffrey J. Gordon,Carnegie Mellon University,ICML,1996,0.5
Geoffrey J. Gordon,Carnegie Mellon University,NeurIPS,1995,1.0
Geoffrey J. Gordon,Carnegie Mellon University,NeurIPS,2014,0.2
Geoffrey J. Gordon,Carnegie Mellon University,ICML,2005,0.3333333333333333
Geoffrey J. Gordon,Carnegie Mellon University,NeurIPS,2007,0.3333333333333333
Geoffrey J. Gordon,Carnegie Mellon University,NeurIPS,2015,0.3333333333333333
Geoffrey J. Gordon,Carnegie Mellon University,NeurIPS,2019,0.16666666666666666
Geoffrey J. Gordon,Carnegie Mellon University,ICML,1995,1.0
Geoffrey J. Gordon,Carnegie Mellon University,ICML,2010,0.2
Geoffrey J. Gordon,Carnegie Mellon University,ICML,2003,0.3333333333333333
Geoffrey J. Gordon,Carnegie Mellon University,ICML,2017,0.2
B. V. K. Vijaya Kumar,Carnegie Mellon University,ECCV,2018,1.1023809523809522
B. V. K. Vijaya Kumar,Carnegie Mellon University,INFOCOM,2016,0.3333333333333333
Zichao Yang,Carnegie Mellon University,ICML,2017,0.45
Zichao Yang,Carnegie Mellon University,ACL,2020,0.3333333333333333
Andrew W. Moore,Carnegie Mellon University,ICML,2003,1.0
Andrew W. Moore,Carnegie Mellon University,NeurIPS,1993,1.5
Andrew W. Moore,Carnegie Mellon University,NeurIPS,2005,1.3666666666666665
Andrew W. Moore,Carnegie Mellon University,ICML,1999,0.25
Andrew W. Moore,Carnegie Mellon University,ICML,1998,0.3333333333333333
Andrew W. Moore,Carnegie Mellon University,ICML,2000,1.5
Andrew W. Moore,Carnegie Mellon University,NeurIPS,2004,1.0
Andrew W. Moore,Carnegie Mellon University,ICML,1996,0.5
Andrew W. Moore,Carnegie Mellon University,ICML,2005,1.0
Andrew W. Moore,Carnegie Mellon University,NeurIPS,1991,1.0
Andrew W. Moore,Carnegie Mellon University,NeurIPS,1995,0.5
Andrew W. Moore,Carnegie Mellon University,NeurIPS,2003,1.1666666666666665
Andrew W. Moore,Carnegie Mellon University,NeurIPS,1998,2.0
Andrew W. Moore,Carnegie Mellon University,NeurIPS,1994,0.5
Andrew W. Moore,Carnegie Mellon University,ICML,1994,0.5
Andrew W. Moore,Carnegie Mellon University,ICML,2008,0.3333333333333333
Andrew W. Moore,Carnegie Mellon University,NeurIPS,1992,0.5
Andrew W. Moore,Carnegie Mellon University,NeurIPS,2002,0.5
Andrew W. Moore,Carnegie Mellon University,ICML,2006,0.5
Andrew W. Moore,Carnegie Mellon University,ICML,2001,1.5
Andrew W. Moore,Carnegie Mellon University,ICML,1990,1.0
Andrew W. Moore,Carnegie Mellon University,ICML,1997,0.3333333333333333
